Accident ID,Final_Category_Path,Cosine,Rank,Selected,Below_UNCAT_Threshold,Parent,Parent_Sim,Parent_Margin,Parent_LowConf,Consolidated_Path,Evidence_Expected_Terms,Evidence_Matched_Terms,Evidence_Matched_Count,Evidence_Expected_Count,Evidence_Coverage,Evidence_Pass,Evidence_Reason,Description_Full,Consolidated_Path_Full,LeafSupport,AllowedDepth,Consolidated_Path_Render
729,incident type > explosion > vapor cloud explosion,0.6771631836891174,1,True,False,Incident Type,0.6771631836891174,0.06862831115722656,False,incident type > explosion > vapor cloud explosion,vapor | cloud,vapor | cloud,2,2,1.0,True,pass_expected_terms,"Explosion and fire of gasoline vapours formed filling a storage tank When some company workers were preparing to fill a storage tank, gasoline vapours were released into the environment forming a cloud. When the unconfined gasoline vapours cloud reached the furnace of the nearest unit, it was ignited, resulting in an explosion followed by a fire.",incident type > explosion > vapor cloud explosion,41.0,3,incident type > explosion > vapor cloud explosion
729,incident type > explosion > vapor explosion,0.6264806985855103,2,True,False,Incident Type,0.6771631836891174,0.06862831115722656,False,incident type > explosion > vapor explosion,vapor | explosion,vapor | explosion,2,2,1.0,True,pass_expected_terms,"Explosion and fire of gasoline vapours formed filling a storage tank When some company workers were preparing to fill a storage tank, gasoline vapours were released into the environment forming a cloud. When the unconfined gasoline vapours cloud reached the furnace of the nearest unit, it was ignited, resulting in an explosion followed by a fire.",incident type > explosion > vapor explosion,46.0,3,incident type > explosion > vapor explosion
730,UNCAT,0.5124895572662354,1,True,False,Incident Type,0.5124895572662354,0.01517486572265625,True,UNCAT,explosion,,0,1,0.0,False,reject_expected_terms -> downgraded_to_uncat,"Rupture of the naphtha pipeline caused by the crash of a tank ship against a jetty and subsequent huge fire ACCIDENT CASE HISTORY DESCRIPTION: The ""Robert Maersk"" tank ship (transporting 22,000 tonnes of gasoline), coming from REPSOL PETROLEO Refinery in La Coruna, during 'parking' manoeuvre crashed into the jetty for the loading/unloading activities. The crash happened near the palisade close to the platform and caused the rupture of the naphtha pipeline (the first in position) and surely of some others, among those of the crude oil, causing the release of flammable liquid onto the sea. The flammable liquid (naphta and crude oil) released was then ignited resulting in a huge fire that caused the collapse of 275 m of the protection. When the impact occurred, ""Capitan Putilin"" ship was discharging naphtha and ""Gaz Coral"" ship was loading butadiene but both were able to leave the anchorage by means of their engines.",UNCAT,,0,UNCAT
730,UNCAT,0.5010457038879395,2,True,False,Incident Type,0.5124895572662354,0.01517486572265625,True,UNCAT,explosion,,0,1,0.0,False,reject_expected_terms -> downgraded_to_uncat,"Rupture of the naphtha pipeline caused by the crash of a tank ship against a jetty and subsequent huge fire ACCIDENT CASE HISTORY DESCRIPTION: The ""Robert Maersk"" tank ship (transporting 22,000 tonnes of gasoline), coming from REPSOL PETROLEO Refinery in La Coruna, during 'parking' manoeuvre crashed into the jetty for the loading/unloading activities. The crash happened near the palisade close to the platform and caused the rupture of the naphtha pipeline (the first in position) and surely of some others, among those of the crude oil, causing the release of flammable liquid onto the sea. The flammable liquid (naphta and crude oil) released was then ignited resulting in a huge fire that caused the collapse of 275 m of the protection. When the impact occurred, ""Capitan Putilin"" ship was discharging naphtha and ""Gaz Coral"" ship was loading butadiene but both were able to leave the anchorage by means of their engines.",UNCAT,,0,UNCAT
731,incident type > explosion > chemical explosion,0.6283640265464783,1,True,False,Incident Type,0.6283640265464783,0.020860254764556885,True,incident type > explosion > chemical explosion,explosion,explosion,1,1,1.0,True,pass_expected_terms,"Explosion and fire due to release of products in vinylchloride polymerization ACCIDENT CASE HISTORY DESCRIPTION: During the vinylchloride polymerization, the release of products (vinylchloride, polyvinylchloride and peroxides), due to overpressure in the reactor (5 to 7 tonnes), occurred. The released gases were ignited resulting in an explosion and a fire which affected two nearby reactors.",incident type > explosion > chemical explosion,184.0,3,incident type > explosion > chemical explosion
731,incident type > explosion,0.5768550634384155,2,True,False,Incident Type,0.6283640265464783,0.020860254764556885,True,incident type > explosion,explosion,explosion,1,1,1.0,True,accept_parent_backoff,"Explosion and fire due to release of products in vinylchloride polymerization ACCIDENT CASE HISTORY DESCRIPTION: During the vinylchloride polymerization, the release of products (vinylchloride, polyvinylchloride and peroxides), due to overpressure in the reactor (5 to 7 tonnes), occurred. The released gases were ignited resulting in an explosion and a fire which affected two nearby reactors.",incident type > explosion,121.0,3,incident type > explosion
732,UNCAT,0.5659794807434082,1,True,False,chlorination,0.5659794807434082,0.0343661904335022,False,UNCAT,chlorination,,0,1,0.0,False,reject_expected_terms -> downgraded_to_uncat,"Toxic cloud from the leakage of liquid chlorine 21 January 1996 - ERKIMIA (Process plant) Emission of Chlorine at the breathing line of a pump, with formation of toxic cloud.",UNCAT,,0,UNCAT
733,consequenc > fire > liquid substance fire > toxic cloud,0.5398478507995605,1,True,False,consequences,0.5398478507995605,0.02908378839492798,False,consequenc > fire > liquid substance fire > toxic cloud,toxic | cloud,toxic | cloud,2,2,1.0,True,pass_expected_terms,"Toxic cloud from a hypochlorite tank ruptured by the crack of a hydrochloric acid pipe In a vertical depot charged with 6000 l of sodium hypochlorite (12%) a lateral leak occurred, for the crack of the upper side and damaging a pipe in which flowed hydrochloric acid (36%). A chlorine cloud and its by-products formed which affected various persons and the environment.",consequenc > fire > liquid substance fire > toxic cloud,9.0,3,consequenc > fire > liquid substance fire > Other (depth-capped)
733,consequenc > fire > gas > vapor substance fire > toxic cloud,0.5191605091094971,2,True,False,consequences,0.5398478507995605,0.02908378839492798,False,consequenc > fire > gas > vapor substance fire > toxic cloud,toxic | cloud,toxic | cloud,2,2,1.0,True,pass_expected_terms,"Toxic cloud from a hypochlorite tank ruptured by the crack of a hydrochloric acid pipe In a vertical depot charged with 6000 l of sodium hypochlorite (12%) a lateral leak occurred, for the crack of the upper side and damaging a pipe in which flowed hydrochloric acid (36%). A chlorine cloud and its by-products formed which affected various persons and the environment.",consequenc > fire > gas > vapor substance fire > toxic cloud,9.0,3,consequenc > fire > gas > Other (depth-capped)
734,consequenc > fire > liquid substance fire > tank fire,0.5884395837783813,1,True,False,consequences,0.5884395837783813,0.09387260675430298,False,consequenc > fire > liquid substance fire > tank fire,,,0,0,,True,accept_parent_backoff,"Deflagration and fire from the leak of liquified buthane released from the open of a bottom valve of a spherical tank Release of liquefied butane (LPG) from a 6"" pipe under an empty spherical tank of 6000 m3 due to the opening of a valve, with the consequent constitution of a pool which evaporated forming a flammable cloud which deflagrated when it reached the ignition source some 200 m away, producing a pressure wave and a thermal radiation wave (UVCE), causing different effects, among others also one fatality. After the deflagration of the cloud, the pool and the product released from the pipe caught fire, which could be extinguished only after an hour, also a series of repetitive fires spread all over the plant.Comments: [TEXT 2] Accident Gravity Scale=4 Due to the opening of a valve a release (1102) of liquefied butane occurred from an 6 (6"") inches pipe at the bottom of a 6000 cubic metres (6000 m3) sphere (spherical tank) which was empty end inertised (degasified), with the consequent formation of a liquid pool which evaporated forming a flammable gas cloud which when it reached an ignition point , at approx. 200 metres (20 m), deflagrated producing a pressure wave and thermal radiation (1204). After the deflagration of the cloud, the liquid pool and the product released from the pipe which were ignited (burning) (1203) could be extinguished only 1 hour later, as well as a series of repetitive small fires around all the plant (1999).Meteorological conditions - Precipitation: noneMeteorological conditions - Wind speed: 1.00Meteorological conditions - Wind direction: SEMeteorological conditions - Wind stability: AMeteorological conditions - Temperature: 25.00Meteorological conditions - Remarks: due to the low atmospheric stability and the low wind speed, it appears that the butane (cloud) spread in all those directions it was free to flow instead of being pushed by the windDiscussions about the occurrence: the emergency (occurrence) started at 8:42:39 with the opening of the valve, at 8:48:20 the butane cloud deflagrated; at 8:54:55 the first fire-fighters vehicle arrives, at 10:25:00 the situation is under control (the offsite emergency plan is called off) and at 11:25:00 all emergency plans are deactivated.",consequenc > fire > liquid substance fire > tank fire,9.0,1,consequenc > Other (depth-capped)
734,consequenc > fire > liquid substance fire > toxic cloud,0.5416697263717651,2,True,False,consequences,0.5884395837783813,0.09387260675430298,False,consequenc > fire > liquid substance fire > toxic cloud,toxic | cloud,cloud,1,2,0.5,True,pass_expected_terms,"Deflagration and fire from the leak of liquified buthane released from the open of a bottom valve of a spherical tank Release of liquefied butane (LPG) from a 6"" pipe under an empty spherical tank of 6000 m3 due to the opening of a valve, with the consequent constitution of a pool which evaporated forming a flammable cloud which deflagrated when it reached the ignition source some 200 m away, producing a pressure wave and a thermal radiation wave (UVCE), causing different effects, among others also one fatality. After the deflagration of the cloud, the pool and the product released from the pipe caught fire, which could be extinguished only after an hour, also a series of repetitive fires spread all over the plant.Comments: [TEXT 2] Accident Gravity Scale=4 Due to the opening of a valve a release (1102) of liquefied butane occurred from an 6 (6"") inches pipe at the bottom of a 6000 cubic metres (6000 m3) sphere (spherical tank) which was empty end inertised (degasified), with the consequent formation of a liquid pool which evaporated forming a flammable gas cloud which when it reached an ignition point , at approx. 200 metres (20 m), deflagrated producing a pressure wave and thermal radiation (1204). After the deflagration of the cloud, the liquid pool and the product released from the pipe which were ignited (burning) (1203) could be extinguished only 1 hour later, as well as a series of repetitive small fires around all the plant (1999).Meteorological conditions - Precipitation: noneMeteorological conditions - Wind speed: 1.00Meteorological conditions - Wind direction: SEMeteorological conditions - Wind stability: AMeteorological conditions - Temperature: 25.00Meteorological conditions - Remarks: due to the low atmospheric stability and the low wind speed, it appears that the butane (cloud) spread in all those directions it was free to flow instead of being pushed by the windDiscussions about the occurrence: the emergency (occurrence) started at 8:42:39 with the opening of the valve, at 8:48:20 the butane cloud deflagrated; at 8:54:55 the first fire-fighters vehicle arrives, at 10:25:00 the situation is under control (the offsite emergency plan is called off) and at 11:25:00 all emergency plans are deactivated.",consequenc > fire > liquid substance fire > toxic cloud,9.0,2,consequenc > fire > Other (depth-capped)
735,hypochlorite,0.48540061712265015,1,True,False,hypochlorite,0.48540061712265015,0.016851425170898438,True,hypochlorite,hypochlorite,hypochlorite,1,1,1.0,True,pass_expected_terms,"Release of sodium hypochlorite and hydrogen chloride with the formation of a chlorine gas cloud A&nbsp; tank containing sodium hyperchlorite broke and fell on a&nbsp; 1.5 inches hydrogen chloride pipe which broke releasing hydrogen chloride.Comments: [TEXT 2] Accident Gravity Scale=5 Type of accident - Remarks: release of sodium hypochlorite and hydrogen chloride with the formation of a chlorine gas cloudMeteorological conditions - Precipitation: noneMeteorological conditions - Wind speed: 1.00Occurrence - Meteorological conditions - Wind direction: south (253°)Ambient Temperature: 13°CRemarks: relative humidity 82%At 00:30 a tank containing sodium hypochlorite fell on the ground leaking, immediately fire hoses were prepared and water was sprayed in the basin.00:35 the shift manager informs the production manager, and checks the situation with another worker not detecting the rupture of a 1.5 in. pipe coming from a hydrogen chloride tank, and therefore the valve of the tank is not immediately shut.00:40 the shift manager informs the Red Cross, the Safety Manager and the local Police00:54 the shift manager calls the nearest fire-fighting station (some 800 m)00:59 The fire-fighters arrive. And prepare fire hoses in order to assist in dissolving the sodium hypochlorite01:34 1 employee is intoxicated, the employee is evacuated by an ambulance from the medical emergency services01:49 an attempt is made to neutralise the sodium hypochlorite with sodium and potassium hydroxide flakes02:00 a firefighter is intoxicated02:26 1 worker and two fire-fighters with protective equipment enter in the storage basin to check if the chlorine emissions (release in the atmosphere) is due to the rupture of a hydrogen chloride pipe, and with the instruction to close all the valves of the tanks. They find the discharge pipe of the hydrogen chloride tank ruptured. The emissions decrease very fast.The local road passing near the establishment which had been closed is reopened at 03:02.31 ambulances participated to the emergency operation",hypochlorite,2.0,3,hypochlorite
736,incident type > explosion > vapor cloud explosion,0.4852818250656128,1,True,False,Incident Type,0.4852818250656128,0.017219841480255127,True,incident type > explosion > vapor cloud explosion,vapor | cloud,cloud,1,2,0.5,True,pass_expected_terms,"Rupture of a gas scrubbing tower caused by the overflow of a trimethylamine tank Rupture of a gas scrubbing tower caused by the overflow of a tank, release of substances forming a visible cloud.",incident type > explosion > vapor cloud explosion,41.0,2,incident type > explosion > Other (depth-capped)
737,caus > chemical causes > unwanted chemical reaction > runaway reaction,0.47534501552581787,1,True,False,causes,0.47534501552581787,0.000280529260635376,True,caus > OTHER,runaway | reaction,runaway | reaction,2,2,1.0,True,pass_expected_terms,Sulphur dioxide (SO2) release due to a runaway reaction Sulphur dioxide (SO2) release due to a runaway reaction; the event resulted of minor gravity once the amounts of SO2 effectively released were known.,caus > OTHER,49.0,3,caus > OTHER
737,caus > chemical causes > unwanted chemical reaction,0.43282192945480347,2,True,False,causes,0.47534501552581787,0.000280529260635376,True,caus > OTHER,unwanted | reaction,reaction,1,2,0.5,True,pass_expected_terms,Sulphur dioxide (SO2) release due to a runaway reaction Sulphur dioxide (SO2) release due to a runaway reaction; the event resulted of minor gravity once the amounts of SO2 effectively released were known.,caus > OTHER,49.0,2,caus > OTHER
738,UNCAT,0.4623376429080963,1,True,False,polychlorinated,0.4623376429080963,0.0013228952884674072,True,UNCAT,,,0,0,,False,reject_fallback_cosine -> downgraded_to_uncat,"Downfall of a tank containing hydrogen chloride Downfall of a tank containing hydrogen chloride. Accident report according to Royal Decree No. 1254/99. Accident Category 2 according to the categorisation in R.D. 886/88.Type of accident - Remarks: On-site spill of hydrochloric acid solution on the ground.Source of accident - Remarks: Polyester tank on four metallic legs, coated with polyester fibre. Probable hydrochloric acid penetration through the pores causing corrosion, which could not bee observed due to the coating.Meteorological conditions - Precipitation: noneMeteorological conditions - Wind speed: 11.00Meteorological conditions - Wind direction: N.O.Meteorological conditions - Wind stability: DMeteorological conditions - Temperature: 12.00Meteorological conditions - Remarks: estimated dataDiscussions about the occurrence: It had not been taken into account that the metal-legs of the tank were coated with polyester fibres, and in case of hydrochloric acid penetration through the pores, there was no visual possibility to observe the corrosion of the metal leg.",UNCAT,,0,UNCAT
739,vcm,0.5268945693969727,1,True,False,vcm,0.5268945693969727,0.016444087028503418,True,vcm,,,0,0,,True,fallback_cosine,"Release of vinyl chloride monomer (VCM) from an autoclave (pressure vessel) Release of vinyl chloride monomer (VCM) from an autoclave (pressure vessel), with the risk of a explosive gas cloud formation.",vcm,1.0,1,vcm
740,incident type > explosion,0.564406156539917,1,True,False,Incident Type,0.564406156539917,0.015090465545654297,True,incident type > explosion,explosion,explosion,1,1,1.0,True,accept_parent_backoff,Explosion and fire of the desulphurisation unit of the distilled intermediate The initial gravity of the event gives rise to the activation of the External Emergency Plan. There was an explosion followed by a fire in the process area.,incident type > explosion,121.0,3,incident type > explosion
740,incident type > explosion > chemical explosion,0.558468222618103,2,True,False,Incident Type,0.564406156539917,0.015090465545654297,True,incident type > explosion > chemical explosion,explosion,explosion,1,1,1.0,True,pass_expected_terms,Explosion and fire of the desulphurisation unit of the distilled intermediate The initial gravity of the event gives rise to the activation of the External Emergency Plan. There was an explosion followed by a fire in the process area.,incident type > explosion > chemical explosion,184.0,3,incident type > explosion > chemical explosion
741,fertilizer,0.4996245801448822,1,True,False,fertilizer,0.4996245801448822,0.040118783712387085,False,fertilizer,fertilizer,fertilizer,1,1,1.0,True,pass_expected_terms,"Slow combustion of NPK fertiliser compound, stored in a silo, with consequent release of combustion products Slow combustion of NPK fertiliser compound, stored in a silo, with consequent release of combustion products. The accident consisted on a self-sustained decomposition of fertilizer, NPK 15-15-15.Maximum concentrations measured of decomposition products were:&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Ammonia&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Nitrogen Oxides&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Chlorine&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Hydrogen chloride&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Intervention zone / IPVS (ppm)&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 300&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 100&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 10&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 50Alert zone / IPVS/4 (ppm)&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 75&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 25&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 2.5&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 12.5Max. concentration measured&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 30&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 2&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 2.5&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 3&nbsp;&nbsp;&nbsp;",fertilizer,2.0,3,fertilizer
742,consequenc > fire > two-phase substance fire > toxic cloud,0.49655625224113464,1,True,False,consequences,0.49655625224113464,0.008898824453353882,True,consequenc > fire > two-phase substance fire > toxic cloud,toxic | cloud,toxic | cloud,2,2,1.0,True,pass_expected_terms,"Fire of sodium dichlorisocyanurate and release of chlorine and chlorine compounds toxic cloud Fire of sodium dichlorisocyanurate (SDIC, dichloroisocyanuric acid sodium salt CAS 2893-78-9) associated with the release of chlorine and chlorine compounds, forming a toxic cloud which affected neighbouring urban areas. The off-site emergency plan was released and the potentially affected population sheltered-in-place. It was agreed with the operator to classify the accident at level 3 of the accident gravity scale (noxious effects offsite the plant premises).Precipitation: NoneTemp.: 26Wind speed: 6.5 m/sDirection: 139°Meteorological conditions: wind speed from 20:00 h to 21:00 h 6.5 m/sec direction 139°; from 21:00 h to 22:00 h 6.5 m/sec 4 m/s, direction 132°; from 22:00 h to 23:00 h 1.5 m/sec 4 m/s, direction 37°, temperature changing from 26°C to 29°CBetween 20:00 hrs and 20:15 hrs on 17th July 4 workers were present in the plant, including the shift supervisor, when one of the workers detected smoke originating from the transit area where 37 tons of product were stored. The worker reached the area with a portable extinguisher and gas mask and found two rows of 1 tonne bags containing anhydrous sodium dichlorisocyanurate on the extreme left of the area and placed at a distance of 50 cm from each other. He could distinguish two piles of big bags in the front and another two big bags on the ground a bit more to the right. He declared that he could see smoke rising from the wooden pallet placed under the bag pile and the bottom bag on the right. He emptied the portable extinguisher, found another two and emptied them too but could not stop the combustion process and smoke development.The product leaking from the big bag at the bottom of the pile caused the two bags above to crash on the ground, feeding the combustion process, developing flames and intensive smoke.Meanwhile two other workers who had been alerted by the main alarm siren of the chlorine detectors reached the area shortly after the first worker and the shift supervisor sent them to the chlorine storage area.&nbsp; They connected an extinguishing hose to the manifold of two pumps feeding from two 10m3 water tanks, which were used for operations under normal conditions. The tanks are located approximately 20 metres from the area affected by the fire. Shortly after the extinguishing hose had been connected and a small amount of water had been&nbsp; pumped, the two pumps failed because the flames had reached the electric cable rack suspended at a height of 7 meters from the ground and passing parallel to the front side of the transit area (located above the passage of the drainage channel). When the shift supervisor realised that the emergency response operation was impossible he alerted the security personnel of the plant and attempted to alert the fire brigade and the Emergency Response Centre of Catalunya (Centro de Emergencias de Catalunya - CECAT) but the telephone line was interrupted due to the fact that the telephone line also passes above the area in which the fire broke out.One of the workers, looking for a telephone, tried to kick open the entrance door of the administration offices but broke the glass with his foot and cut his leg (the injury was considered as not serious).At 20:43 hrs the emergency call number 112 received a phone call from a private citizen informing them that a fire had broken out in an industrial installation and the information was transmitted to the fire brigade.When local police officers of the Catalonian autonomous police force (Mossos d'Esquadra) arrived&nbsp; at the plant entrance and saw flames and smoke rising, they alerted the fire brigade.At 20:51 hrs a fire brigade helicopter making a routine flight over the area reported that the size of the smoke cloud was large and that chlorine could be smelled.The safety manager of the company arrived and at 20:58 hrs alerted the Emergency Response Centre of Catalunya (CECAT), responsible for releasing the Off-site Emergency Plan, informing them that the fire was significant and that it was releasing chlorine into the atmosphere.At 20:50 hrs the fire brigade arrived on-site, the fire brigade was informed by the representatives of the operator about the fire, the release of chlorine and the need to employ self-contained breathing apparatus. The fire was spreading rapidly, affecting the installations passing through the roofing and the roofing panels of the transit area. At 20:58 hrs, after extinguishing operations had been started, the chief officer of the fire brigade informed the Control Room that a chlorine cloud was forming.At 21:05 hrs the officer requested activation of the off-site emergency response plan.At 21:11 hrs the off-site emergency plan was activated, the municipalities located downwind and potentially affected by the cloud were informed about the occurrence and were requested to alert the population to immediately take shelter.The first fire fighters reaching the site found one extinguishing system of the company out of order due to a missing pressure device.At 21:49 hrs the fire was extinguished and the control room was notified.At 22:15 hrs the on-site emergency&nbsp; plan was called off andAt 23:00 hrs the off-site emergency&nbsp; plan was called off.",consequenc > fire > two-phase substance fire > toxic cloud,9.0,3,consequenc > fire > two-phase substance fire > Other (depth-capped)
